designation|source_id|ra|dec
Gaia DR3 4293643144726603648|4293643144726603648|289.42835951|5.1191737488
Gaia DR3 404542870829905536|404542870829905536|15.041849769|51.384819874
Gaia DR3 405399562185693440|405399562185693440|24.965585898|48.721612529
Gaia DR3 1892588097877253504|1892588097877253504|332.85884048|27.964913963
Gaia DR3 4065187271607888512|4065187271607888512|274.11090976|-24.993299008
Gaia DR3 386310528498286208|386310528498286208|1.6997912287|44.61281606
Gaia DR3 2844123052740819968|2844123052740819968|348.49903908|25.456441265
Gaia DR3 2168287095193315328|2168287095193315328|310.54184888|49.734717728
Gaia DR3 4021648500840115968|4021648500840115968|176.75205199|31.835663581
Gaia DR3 2167755515682692864|2167755515682692864|309.67327514|48.475584145
Gaia DR3 2168210752160476544|2168210752160476544|311.10913295|49.161484532
Gaia DR3 2168238854120672384|2168238854120672384|311.25020538|49.446314082
Gaia DR3 2168428141919060096|2168428141919060096|311.28622213|50.550069616
Gaia DR3 2167684670207187328|2167684670207187328|310.00460078|48.105350868
Gaia DR3 390242760037483648|390242760037483648|11.82924308|47.805727145
Gaia DR3 391543482293469696|391543482293469696|8.2150103015|49.327575322
Gaia DR3 3657546118655166080|3657546118655166080|209.71319601|-2.9144582345
Gaia DR3 3658279080593824768|3658279080593824768|206.82996875|-2.4435049007
Gaia DR3 2060804993182977664|2060804993182977664|302.9374503|37.549940458
Gaia DR3 2061036612157184640|2061036612157184640|304.71559269|37.794699623
Gaia DR3 2061037024473997824|2061037024473997824|304.78125243|37.769359999
Gaia DR3 2061039704533786496|2061039704533786496|305.0372085|37.83088241
Gaia DR3 2061237204309051904|2061237204309051904|305.74024118|39.211032589
Gaia DR3 2060811762051437824|2060811762051437824|303.01048241|37.648856819
Gaia DR3 2060892644866832512|2060892644866832512|303.51374154|37.758325989
Gaia DR3 2061049943735688704|2061049943735688704|304.72293869|37.842688103
Gaia DR3 2061342138964571136|2061342138964571136|304.16832804|38.899270304
Gaia DR3 2060824234625216640|2060824234625216640|303.72909919|37.378306765
Gaia DR3 2060899551174256256|2060899551174256256|303.54855185|37.832643214
Gaia DR3 2060830969133386368|2060830969133386368|304.03563017|37.556380269
Gaia DR3 2061349732467797504|2061349732467797504|304.62370846|38.87766834
Gaia DR3 2060855089671196160|2060855089671196160|304.13522198|37.645038853
Gaia DR3 2060855158390686080|2060855158390686080|304.12435364|37.643107898
Gaia DR3 2061089113838868480|2061089113838868480|304.91142793|38.335861059
Gaia DR3 2061089801033605504|2061089801033605504|304.9549164|38.342680326
Gaia DR3 2060856773298398336|2060856773298398336|304.15303313|37.686863426
Gaia DR3 2060931265214034048|2060931265214034048|303.735881|38.138395842
Gaia DR3 2060862644499670144|2060862644499670144|304.12537592|37.873477485
Gaia DR3 2061291595788070656|2061291595788070656|304.88508259|38.731638674
Gaia DR3 2060868863612308736|2060868863612308736|304.12173607|37.922533188
Gaia DR3 2060783174747503872|2060783174747503872|302.65288646|37.458495779
Gaia DR3 2060943806518726912|2060943806518726912|303.52673755|38.243950061
Gaia DR3 2061300391881521024|2061300391881521024|304.53147226|38.724944363
Gaia DR3 2061131715608660736|2061131715608660736|305.76197184|38.455764012
Gaia DR3 2061395396544460160|2061395396544460160|305.25561849|39.014423727
Gaia DR3 2061395740141838848|2061395740141838848|305.28140636|39.031540043
Gaia DR3 2061305335370407168|2061305335370407168|304.87915701|38.818898596
Gaia DR3 2060955935506706560|2060955935506706560|303.7030971|38.454027145
Gaia DR3 2061310596723770752|2061310596723770752|304.74745888|38.953953416
Gaia DR3 407357551876671232|407357551876671232|22.894055624|52.929968457
Gaia DR3 406221103529965440|406221103529965440|25.655257202|51.417903352
Gaia DR3 2061179101990473216|2061179101990473216|305.46215955|38.629380852
Gaia DR3 2061186042657854336|2061186042657854336|305.58730749|38.724828747
Gaia DR3 2060989642393811072|2060989642393811072|305.23089561|37.732073077
Gaia DR3 408242658738755072|408242658738755072|27.958351152|53.846739654
Gaia DR3 406302497452473472|406302497452473472|24.803540896|51.8219695
Gaia DR3 407943694653647232|407943694653647232|25.911601956|52.885762082
Gaia DR3 407553608544043520|407553608544043520|23.022864989|54.018953612
Gaia DR3 408081133607603968|408081133607603968|26.535773398|53.607734374
Gaia DR3 408428373125204992|408428373125204992|27.337913586|53.874968126
Gaia DR3 408428682362836480|408428682362836480|27.414972216|53.914668091
Gaia DR3 408433492726502272|408433492726502272|27.51897141|53.900183469
Gaia DR3 406080675279799808|406080675279799808|27.130048803|51.122551071
Gaia DR3 4253091334917654912|4253091334917654912|281.17330847|-7.0894251856
Gaia DR3 4253111126129863808|4253111126129863808|281.08537275|-6.8660281191
Gaia DR3 4252992821134366080|4252992821134366080|280.44691999|-6.6040967713
Gaia DR3 1972189578650611456|1972189578650611456|321.97635221|46.561503144
Gaia DR3 1971821963809808768|1971821963809808768|318.20969802|44.936181065
Gaia DR3 3429560149257000832|3429560149257000832|90.383267323|25.526304634
Gaia DR3 3429594302836540544|3429594302836540544|89.533760854|25.501399355
Gaia DR3 3429608287251325312|3429608287251325312|90.290791412|25.596297048
Gaia DR3 3428728501852004224|3428728501852004224|84.993618541|24.605918231
Gaia DR3 3428288598417817216|3428288598417817216|88.999203906|25.401335913
Gaia DR3 3428356218382680960|3428356218382680960|88.379588146|25.742227299
Gaia DR3 3429219919126378112|3429219919126378112|86.597854721|25.543755271
Gaia DR3 3428846256971995008|3428846256971995008|85.876609797|25.2901035
Gaia DR3 3429745103428651392|3429745103428651392|90.660443676|26.171082628
Gaia DR3 3429996414854259840|3429996414854259840|89.902278439|26.639681321
Gaia DR3 3428959781548283392|3428959781548283392|87.119337017|25.113475344
Gaia DR3 1861975357723042560|1861975357723042560|305.75465888|30.966959904
Gaia DR3 1862174094444019968|1862174094444019968|306.08057547|31.952058415
Gaia DR3 2216034525806770560|2216034525806770560|326.22196204|62.460562872
Gaia DR3 1862325719653172736|1862325719653172736|309.15479701|30.789856861
Gaia DR3 2216357335545184768|2216357335545184768|326.42651454|62.308325367
Gaia DR3 960929633185503744|960929633185503744|90.663326424|42.88218628
Gaia DR3 2929941275327270400|2929941275327270400|109.31765225|-20.563215127
Gaia DR3 2930335342864598272|2930335342864598272|112.05915201|-19.630934991
Gaia DR3 2929750338261632896|2929750338261632896|110.22447736|-21.166436253
Gaia DR3 2929750613144283520|2929750613144283520|110.30175843|-21.14241215
Gaia DR3 2929955775138509056|2929955775138509056|108.83112574|-20.757502488
Gaia DR3 2930167667339709184|2930167667339709184|111.35849438|-20.356165364
Gaia DR3 2930353351670494080|2930353351670494080|111.90863767|-19.45990277
Gaia DR3 2930552122759774848|2930552122759774848|110.59315749|-19.207801388
Gaia DR3 2929772667786256000|2929772667786256000|110.7181808|-20.888157267
Gaia DR3 2930179280931278848|2930179280931278848|110.97029351|-20.371318856
Gaia DR3 2929784045165820928|2929784045165820928|110.86038343|-20.687380102
Gaia DR3 2929785625713991296|2929785625713991296|110.61644194|-20.847762481
Gaia DR3 2929795383879276544|2929795383879276544|110.69440198|-20.658330283
Gaia DR3 2930202924742486272|2930202924742486272|111.54178559|-20.166983257
Gaia DR3 2929813491465928576|2929813491465928576|110.18822417|-20.771059675
Gaia DR3 2929814075578064000|2929814075578064000|110.31135508|-20.770387014
Gaia DR3 2930212369359294976|2930212369359294976|111.23950688|-20.116243505
Gaia DR3 2929823180908928000|2929823180908928000|110.02692119|-20.742365042
Gaia DR3 2929642242523997440|2929642242523997440|110.21801343|-21.344959302
Gaia DR3 2929644819504768512|2929644819504768512|109.85224847|-21.475435816
Gaia DR3 2929656158218040448|2929656158218040448|110.14767262|-21.228697119
Gaia DR3 2929844513999140608|2929844513999140608|110.37966915|-20.555813794
Gaia DR3 2930228866344200448|2930228866344200448|110.85210495|-20.230314315
Gaia DR3 2929660624984071040|2929660624984071040|110.04565728|-21.13873323
Gaia DR3 2929852554177906176|2929852554177906176|110.44152658|-20.412259351
Gaia DR3 2929871486393734912|2929871486393734912|110.44384138|-20.195065423
Gaia DR3 260133700835127808|260133700835127808|71.171604652|50.533804188
Gaia DR3 2930489519314499072|2930489519314499072|110.62493962|-19.548893311
Gaia DR3 2930101254270740224|2930101254270740224|109.49643855|-20.007649765
Gaia DR3 2929720514010460544|2929720514010460544|109.36862908|-21.0666785
Gaia DR3 2929721403060975232|2929721403060975232|109.51447077|-21.035717001
Gaia DR3 2930124447095261312|2930124447095261312|109.67732333|-19.950173456
Gaia DR3 2930312390559342720|2930312390559342720|111.96994398|-19.680981829
Gaia DR3 68385362640966912|68385362640966912|55.303670032|24.892929781
Gaia DR3 3048905478512697088|3048905478512697088|109.73321422|-7.6164402579
Gaia DR3 3049950697451266176|3049950697451266176|105.55222121|-9.2103918224
Gaia DR3 3049687781034121472|3049687781034121472|106.8361903|-9.5832173809
Gaia DR3 3049698707431223552|3049698707431223552|106.26300433|-9.5938874267
Gaia DR3 3049704166327865344|3049704166327865344|106.51230667|-9.4745442018
Gaia DR3 3049704308068358272|3049704308068358272|106.52964948|-9.465907013
Gaia DR3 3049705849955043072|3049705849955043072|106.53461156|-9.4482231484
Gaia DR3 3049740999969903616|3049740999969903616|105.85403493|-9.4407195415
Gaia DR3 3049121807424991104|3049121807424991104|105.30971657|-10.93419955
Gaia DR3 3127660197874380800|3127660197874380800|101.78170537|4.2332846868
Gaia DR3 3126998738548389376|3126998738548389376|98.563249284|2.3893395984
Gaia DR3 3128036471367411584|3128036471367411584|103.32516129|3.1248973715
Gaia DR3 3127198162472923776|3127198162472923776|101.5401078|2.6519961881
Gaia DR3 3126813913216208512|3126813913216208512|101.04142378|2.3915744179
Gaia DR3 3127257291280343040|3127257291280343040|101.58889081|3.2709548018
Gaia DR3 3127610822930697984|3127610822930697984|101.20653776|3.6799084847
Gaia DR3 3127965960884798592|3127965960884798592|104.32177862|3.4291368645
Gaia DR3 1827998902258573440|1827998902258573440|297.78409501|22.831754966
Gaia DR3 3037534363613764224|3037534363613764224|117.29783733|-10.333413315
Gaia DR3 3039336905549563776|3039336905549563776|119.45558365|-8.8374638145
Gaia DR3 3037264296071462528|3037264296071462528|118.82148191|-11.151483429
Gaia DR3 4237423603350413568|4237423603350413568|300.63618609|0.71387550693
Gaia DR3 4237197310112344832|4237197310112344832|299.66015207|0.27539814002
Gaia DR3 1868328640828879104|1868328640828879104|316.79576251|36.20856863
Gaia DR3 1868047509447500032|1868047509447500032|317.47122744|35.491632783
Gaia DR3 193069745009196544|193069745009196544|87.113314039|43.082630041
Gaia DR3 194087510523026560|194087510523026560|81.730020807|40.548077275
Gaia DR3 194826519777129600|194826519777129600|80.690816668|40.957846318
Gaia DR3 193743333321832448|193743333321832448|81.084975546|39.329596719
Gaia DR3 193763949164605184|193763949164605184|81.603580913|39.646530205
Gaia DR3 193772676539511680|193772676539511680|81.810396606|39.852330699
Gaia DR3 193813903926472192|193813903926472192|82.149997448|39.749639364
Gaia DR3 193392550454018688|193392550454018688|87.225540058|42.916997787
Gaia DR3 351149177434709760|351149177434709760|26.445951803|46.816914753
Gaia DR3 349434489051204096|349434489051204096|26.57964101|43.70565619
Gaia DR3 4086058098187819648|4086058098187819648|283.3647882|-19.751197764
Gaia DR3 3373043499242184320|3373043499242184320|97.433152676|21.064405512
Gaia DR3 3373785566511474432|3373785566511474432|94.221077775|18.549896561
Gaia DR3 2953357845037325312|2953357845037325312|99.939277982|-12.247881026
Gaia DR3 2039336788109763584|2039336788109763584|288.11228233|30.007157035
Gaia DR3 3372475738926018560|3372475738926018560|96.159822632|19.70437385
Gaia DR3 3373862738483797376|3373862738483797376|93.85582392|19.02942095
Gaia DR3 2953449967797004928|2953449967797004928|100.23877984|-12.182260049
Gaia DR3 2954200075246036352|2954200075246036352|100.55390234|-10.498071327
Gaia DR3 3373411835636675328|3373411835636675328|93.09212839|18.016068999
Gaia DR3 2957941232276476800|2957941232276476800|81.04318311|-24.489096346
Gaia DR3 3373463134725456256|3373463134725456256|93.45001468|18.528472222
Gaia DR3 3374390538424405632|3374390538424405632|91.726526466|19.034456554
Gaia DR3 3372586102405306496|3372586102405306496|96.381646235|20.097346217
Gaia DR3 252652932955137024|252652932955137024|68.624036845|43.969354581
Gaia DR3 251961924258399616|251961924258399616|58.910079438|52.641318649
Gaia DR3 2008924777522475520|2008924777522475520|345.72890357|55.662600601
Gaia DR3 253219387600747776|253219387600747776|70.758216948|45.630394949
Gaia DR3 2008934535680466560|2008934535680466560|346.07554894|55.875336388
Gaia DR3 2008944500012117760|2008944500012117760|345.40587924|55.829939851
Gaia DR3 2009733429659498880|2009733429659498880|344.49007917|56.037645209
Gaia DR3 2009780163209909760|2009780163209909760|345.61674133|56.612037655
Gaia DR3 2009491232164432128|2009491232164432128|349.02007167|57.255009106
Gaia DR3 2008847433749379456|2008847433749379456|346.78655149|56.005865454
Gaia DR3 5721226124265730560|5721226124265730560|122.36885646|-16.24894022
Gaia DR3 4162998722117660672|4162998722117660672|262.74729021|-11.186604455
Gaia DR3 5722312373027879040|5722312373027879040|126.861873|-14.935208503
Gaia DR3 3408360495622231936|3408360495622231936|75.294656478|19.830981433
Gaia DR3 994259335315643520|994259335315643520|99.468456783|53.517194362
Gaia DR3 2082047179854088064|2082047179854088064|302.46073076|45.402893742
Gaia DR3 2944674731133121536|2944674731133121536|94.03200894|-16.61800282
Gaia DR3 2082731419682510208|2082731419682510208|301.35690471|46.671801192
Gaia DR3 2944369410498302848|2944369410498302848|94.921755084|-17.5262517
Gaia DR3 4093933448976732160|4093933448976732160|273.45445056|-21.064686032
Gaia DR3 4093848756555328128|4093848756555328128|272.35069462|-21.509101891
Gaia DR3 4093983687250148096|4093983687250148096|273.16733521|-20.987688494
Gaia DR3 4093857724448389376|4093857724448389376|272.55884823|-21.327174148
Gaia DR3 4093862156853406336|4093862156853406336|272.27004342|-21.40689824
Gaia DR3 4094055597844775040|4094055597844775040|272.11862267|-21.253113046
Gaia DR3 4094006776994663936|4094006776994663936|272.85130199|-20.712506708
Gaia DR3 1834545944225825024|1834545944225825024|299.41488399|25.156198766
Gaia DR3 4093883666052379648|4093883666052379648|272.72535776|-21.207067118
Gaia DR3 4094020005495403008|4094020005495403008|273.51932266|-20.651983253
Gaia DR3 232577534260045568|232577534260045568|63.938580396|44.021179081
Gaia DR3 4090486686176960896|4090486686176960896|273.77314323|-22.597812129
Gaia DR3 233167456611311232|233167456611311232|61.282704981|44.278230833
Gaia DR3 4090437006352793344|4090437006352793344|274.60482914|-22.749652902
Gaia DR3 233780125099961472|233780125099961472|64.332381154|46.217666022
Gaia DR3 233780159463806592|233780159463806592|64.318186381|46.230540728
Gaia DR3 4090497646942584832|4090497646942584832|273.77244927|-22.445789103
Gaia DR3 471084764792809728|471084764792809728|67.218399875|59.386210853
Gaia DR3 2112562574587422976|2112562574587422976|271.49626604|40.219474998
Gaia DR3 2115021426183430144|2115021426183430144|275.41982083|43.702433689
Gaia DR3 471893215074410880|471893215074410880|65.894553641|59.732542159
Gaia DR3 4276135277465330816|4276135277465330816|272.89839174|1.9090186163
Gaia DR3 1733988149775222016|1733988149775222016|311.71912129|3.1167596088
Gaia DR3 1734215679962962048|1734215679962962048|312.10236618|3.6490443733
Gaia DR3 1719158795933411200|1719158795933411200|202.71220958|81.993884436
Gaia DR3 1709405268801138944|1709405268801138944|246.3494191|79.264694539
Gaia DR3 2235411322294085376|2235411322294085376|295.72741057|58.052170276
